App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Roland DG Mobile Panel,TOOLS,2.8,27,34,"1,000",Free,0,Everyone,Tools,20-Feb-18,4.4 and up
BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6.5,"1,000",Free,0,Everyone,Books & Reference,15-Mar-17,3.0 and up
BU Syllabus,FAMILY,4.5,38,6.5,"1,000",Free,0,Everyone,Education,21-Sep-17,4.0.3 and up
Camping and Co - Camping in Europe,TRAVEL_AND_LOCAL,3.7,19,6.5,"1,000",Free,0,Everyone,Travel & Local,17-Apr-18,4.1 and up
Car Search For Craigslist CL Free,AUTO_AND_VEHICLES,2.6,5,9,"1,000",Free,0,Everyone,Auto & Vehicles,8-May-18,2.3.3 and up
Santa Fe FCU Mobile Banking,FINANCE,4.3,12,9,"1,000",Free,0,Everyone,Finance,22-Jan-18,4.0 and up
PIP-Camera FN Photo Effect,PHOTOGRAPHY,4.6,8,9,"1,000",Free,0,Everyone,Photography,4-Dec-16,2.3 and up
Greater London A-Z 2016,TRAVEL_AND_LOCAL,3.7,40,9,"1,000",Paid,$8.49 ,Everyone,Travel & Local,18-Aug-16,4.1 and up
DX Gashacon Sword for Ex-Aid Henshin,FAMILY,NaN,17,42,"1,000",Free,0,Everyone,Simulation,14-Jul-18,4.1 and up
OSRAM BT Control,TOOLS,NaN,2,42,"1,000",Free,0,Everyone,Tools,15-Dec-17,4.4 and up
Arab Halls - For Wedding & Events,EVENTS,4.8,28,6.3,"1,000",Free,0,Everyone,Events,20-May-18,4.1 and up
The Legacy (Full),GAME,4.6,144,6.3,"1,000",Paid,$6.99 ,Everyone,Adventure,15-May-18,4.0 and up
Auto DM for Twitter 🔥,SOCIAL,3.4,44,6.3,"1,000",Free,0,Teen,Social,21-May-18,4.1 and up
Basket Manager 2018 Pro,SPORTS,3.7,84,6.3,"1,000",Paid,$2.99 ,Everyone,Sports,17-Apr-18,4.4 and up
"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61,6.3,"1,000",Free,0,Everyone,Tools,14-Sep-17,4.1 and up
News: DW Español,NEWS_AND_MAGAZINES,4.3,25,6.3,"1,000",Free,0,Everyone,News & Magazines,26-Apr-18,4.1 and up
News: DW Hausa,NEWS_AND_MAGAZINES,4.9,9,6.3,"1,000",Free,0,Everyone,News & Magazines,26-Apr-18,4.1 and up
News: RFI Hausa,NEWS_AND_MAGAZINES,4.7,10,6.3,"1,000",Free,0,Everyone,News & Magazines,28-Apr-18,4.1 and up
EV Trip Optimizer for Tesla,AUTO_AND_VEHICLES,3.2,46,6.6,"1,000",Free,0,Everyone,Auto & Vehicles,26-Jun-18,4.1 and up
AE Fishing Hunter,GAME,4.4,14,6.6,"1,000",Free,0,Everyone,Adventure,15-Mar-16,3.0 and up
Jigsaw Puzzles Bus Scania BF,FAMILY,NaN,3,6.6,"1,000",Free,0,Teen,Puzzle,7-Nov-16,4.0 and up
Diário Escola Mestres EF,FAMILY,NaN,11,6.6,"1,000",Free,0,Everyone,Education,31-Jul-18,4.0 and up
BT Church,LIFESTYLE,4.9,26,8.4,"1,000",Free,0,Teen,Lifestyle,25-Jun-18,4.1 and up
C3-C4-PİCASSO-ELYSEE RACİNG,GAME,NaN,12,48,"1,000",Free,0,Everyone,Arcade,12-Feb-17,4.0 and up
AI Sight,PRODUCTIVITY,3.5,43,48,"1,000",Free,0,Everyone,Productivity,18-Jun-18,4.0.3 and up
Random Video Chat App With Strangers,DATING,NaN,3,4.8,"1,000",Free,0,Mature 17+,Dating,17-Jul-18,4.0 and up
Random Video Chat App With Strangers,DATING,NaN,3,4.8,"1,000",Free,0,Mature 17+,Dating,17-Jul-18,4.0 and up
Comunidad BH,FAMILY,NaN,23,4.8,"1,000",Free,0,Everyone,Entertainment,9-Nov-16,2.3 and up
Blood Pressure Companion,MEDICAL,4.2,178,4.8,"1,000",Paid,$0.99 ,Everyone,Medical,22-Jul-18,4.1 and up
Blood Pressure Companion,MEDICAL,4.2,178,4.8,"1,000",Paid,$0.99 ,Everyone,Medical,22-Jul-18,4.1 and up
BK Photography,PHOTOGRAPHY,4.3,20,4.8,"1,000",Free,0,Everyone,Photography,6-Jan-17,2.3 and up
Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,97,"1,000",Free,0,Everyone,Auto & Vehicles,31-Jan-18,4.0 and up
trip.bg,TRAVEL_AND_LOCAL,4.5,103,9.8,"1,000",Free,0,Everyone,Travel & Local,30-Jul-18,4.0.3 and up
Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,7,9.8,"1,000",Free,0,Everyone,Personalization,28-Aug-17,4.0 and up
The Divine Feminine App: the DF App,LIFESTYLE,5,8,6.7,"1,000",Free,0,Everyone,Lifestyle,16-May-16,4.1 and up
Faceoff DP Battle App,FAMILY,4.8,38,6.7,"1,000",Free,0,Everyone,Entertainment,15-Jun-18,4.4 and up
Loreal - BA Makeup,TOOLS,1.9,8,6.7,"1,000",Free,0,Everyone,Tools,18-Apr-18,4.0.3 and up
AE Bulletins,BOOKS_AND_REFERENCE,4.5,14,30,"1,000",Free,0,Everyone,Books & Reference,18-Jul-18,4.0.3 and up
EG CrossPad - ASPECT4,BUSINESS,NaN,4,30,"1,000",Free,0,Everyone,Business,3-Jul-18,4.1 and up
EY Conferences,BUSINESS,NaN,1,30,"1,000",Free,0,Everyone,Business,16-May-18,5.0 and up
Co-op Credit Union on the Go,FINANCE,4.4,5,30,"1,000",Free,0,Everyone,Finance,25-Apr-18,5.0 and up
Crayola Color Blaster,GAME,3.8,17,30,"1,000",Free,0,Everyone,Arcade,13-Mar-18,7.0 and up
AB Match,FAMILY,4.2,9,30,"1,000",Free,0,Everyone,Casual,19-May-18,4.1 and up
Bo's School Day,FAMILY,4.7,10,30,"1,000",Paid,$2.99 ,Everyone,Education;Pretend Play,18-Dec-17,4.0.3 and up
CR Best Decks,FAMILY,3.5,34,30,"1,000",Free,0,Everyone,Strategy,5-Jul-17,4.0.3 and up
EB-TV,SPORTS,NaN,6,30,"1,000",Free,0,Everyone,Sports,25-May-18,4.4 and up
Movie DB,FAMILY,NaN,10,2.6,"1,000",Free,0,Teen,Entertainment,10-Dec-16,4.2 and up
Anti Mosquito simulation,MEDICAL,4.2,74,2.6,"1,000",Paid,$1.50 ,Everyone,Medical,6-Sep-14,2.3.3 and up
eChallan Andhra Pradesh (AP),SOCIAL,3,5,2.6,"1,000",Free,0,Teen,Social,15-Feb-18,4.1 and up
BR Chat Bot,SOCIAL,1.9,16,2.6,"1,000",Free,0,Everyone,Social,30-Jun-16,4.0 and up
BG+Phone Backup,PRODUCTIVITY,4.8,16,2.6,"1,000",Free,0,Everyone,Productivity,17-Feb-17,2.3 and up
Harris J Lyrics,FAMILY,4.7,36,7.1,"1,000",Free,0,Everyone,Entertainment,12-Mar-18,4.0.3 and up
"Charlotte County, FL",PRODUCTIVITY,4.7,10,7.1,"1,000",Free,0,Everyone,Productivity,23-Feb-17,4.0.3 and up
I am Rich!,FINANCE,3.8,93,22,"1,000",Paid,$399.99 ,Everyone,Finance,11-Dec-17,4.1 and up
ab,FAMILY,3.8,10,22,"1,000",Free,0,Everyone,Casual,27-Oct-16,4.0 and up
Chatime AB Rewards,FAMILY,NaN,9,22,"1,000",Free,0,Everyone,Entertainment,22-Jun-18,4.2 and up
Penny Puss,TOOLS,3,19,22,"1,000",Paid,$4.99 ,Everyone,Tools,9-Jul-16,4.0 and up
Professional AV Solution & Products information,PRODUCTIVITY,4.5,24,22,"1,000",Free,0,Everyone,Productivity,12-Jul-17,4.2 and up
Kiosko BS,NEWS_AND_MAGAZINES,NaN,55,22,"1,000",Free,0,Everyone,News & Magazines,12-May-17,4.0 and up
BW COMPANY FINDER,BUSINESS,4.6,48,7.4,"1,000",Free,0,Everyone,Business,21-Aug-17,4.0 and up
Radio K - KUOM,FAMILY,4.5,39,7.4,"1,000",Free,0,Everyone,Entertainment,9-Mar-18,4.1 and up
EG Movi,TOOLS,4.2,40,7.4,"1,000",Free,0,Everyone,Tools,12-May-17,3.2 and up
CI Screwed - Icon Pack,PERSONALIZATION,4.7,19,6.4,"1,000",Free,0,Everyone,Personalization,30-Jun-16,4.0.3 and up
BK Shivani Videos,LIFESTYLE,4.7,29,3.2,"1,000",Free,0,Everyone,Lifestyle,25-Jul-18,4.0.3 and up
ALPHA - Artificial Intelligence,FAMILY,4,51,3.2,"1,000",Free,0,Everyone,Entertainment,3-Jun-18,4.0 and up
CI Dictionary,FAMILY,4.6,31,3.2,"1,000",Free,0,Everyone,Education,1-Sep-15,4.0.3 and up
Dy So Exam,FAMILY,3,6,3.2,"1,000",Free,0,Everyone,Education,3-Jul-17,2.3 and up
BP Tracker-Symptoms & Solution,MEDICAL,4.2,34,3.2,"1,000",Free,0,Everyone,Medical,12-Oct-16,3.0 and up
Fate GO Ap Counter,TOOLS,4.6,70,3.2,"1,000",Free,0,Everyone,Tools,19-Jan-18,4.1 and up
CircleCI Viewer,PRODUCTIVITY,4.6,16,3.2,"1,000",Free,0,Everyone,Productivity,23-Aug-17,4.4 and up
BT Mobile,MAPS_AND_NAVIGATION,3.9,22,3.2,"1,000",Free,0,Everyone,Maps & Navigation,4-Jul-18,4.1 and up
DT-CAM,FAMILY,NaN,6,9.9,"1,000",Free,0,Everyone,Entertainment,29-Jul-17,2.2 and up
FH Dortmund FB4,FAMILY,NaN,40,9.9,"1,000",Free,0,Everyone,Education,22-May-18,4.0.3 and up
Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9,"1,000",Paid,$1.99 ,Everyone,Books & Reference,22-Feb-17,2.3 and up
French Chat Room,DATING,4.2,24,4.9,"1,000",Free,0,Mature 17+,Dating,11-Jul-18,4.0.3 and up
BJ Bridge Standard American 2018,GAME,1,1,4.9,"1,000",Free,0,Everyone,Card,21-May-18,4.0 and up
Alex & Co Quiz,GAME,NaN,9,4.9,"1,000",Free,0,Everyone,Trivia,15-Apr-18,4.1 and up
R Instructor,FAMILY,4.1,135,4.9,"1,000",Paid,$4.84 ,Everyone,Education,21-Feb-14,3.0 and up
WRLP CB Repeater,FAMILY,NaN,14,4.9,"1,000",Free,0,Teen,Entertainment,21-Jul-18,2.1 and up
Sports Lite,SPORTS,4.4,16,4.9,"1,000",Free,0,Everyone,Sports,31-Jul-18,4.0.3 and up
DT-VR,FAMILY,3.8,25,9.5,"1,000",Free,0,Everyone,Entertainment,9-Aug-16,2.2 and up
Parkinson Exercices FR,MEDICAL,NaN,3,9.5,"1,000",Free,0,Everyone,Medical,20-Jan-17,2.2 and up
TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,5,"1,000",Free,0,Everyone,Finance,3-Mar-18,4.0.3 and up
DW Audio,FAMILY,4.9,38,5,"1,000",Free,0,Everyone,Education,16-Jun-17,4.1 and up
Block Buddy,MEDICAL,4,15,5,"1,000",Paid,$14.99 ,Everyone,Medical,1-Aug-18,4.0 and up
Block Buddy,MEDICAL,4,15,5,"1,000",Paid,$14.99 ,Everyone,Medical,1-Aug-18,4.0 and up
File Ex - ES File Explorer,TOOLS,4.2,24,5,"1,000",Free,0,Everyone,Tools,27-Dec-17,4.2 and up
BG Sports News,NEWS_AND_MAGAZINES,NaN,41,5,"1,000",Free,0,Everyone,News & Magazines,9-Feb-16,3.0 and up
EY GlobalOne,BUSINESS,2.7,11,6.8,"1,000",Free,0,Everyone,Business,27-Nov-17,2.2 and up
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,6.8,"1,000",Free,0,Everyone,Medical,29-Mar-18,4.2 and up
Quran Khmer Offline AY,FAMILY,5,41,4,"1,000",Free,0,Everyone,Education,13-Dec-17,4.2 and up
CEHQ - CE Credits for Nurses,FAMILY,4.5,12,4,"1,000",Free,0,Everyone,Education,25-May-18,5.0 and up
Amazing CG Backgrounds,FAMILY,4.2,34,4,"1,000",Free,0,Everyone,Entertainment,17-May-18,4.0.3 and up
Mahila Vashikaran(Ek rat me)-Hindi,FAMILY,NaN,0,4,"1,000",Free,0,Everyone,Entertainment,23-Jan-18,4.0.3 and up
US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4,"1,000",Free,0,Everyone,Travel & Local,12-Apr-18,4.0 and up
Company Kitchen Inventory,BUSINESS,NaN,3,2.3,"1,000",Free,0,Everyone,Business,16-Jul-15,4.0 and up
EZ Financial Calculator,FINANCE,4.4,32,2.3,"1,000",Free,0,Everyone,Finance,13-Jan-18,4.4 and up
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5,104,2.3,"1,000",Free,0,Everyone,Finance,7-Aug-18,4.1 and up
Bangla Calendar 1425: (EN-BN-AR) Holiday,LIFESTYLE,4.5,31,2.3,"1,000",Free,0,Everyone,Lifestyle,21-Apr-18,4.1 and up
D-H Pharmacy,LIFESTYLE,5,6,2.3,"1,000",Free,0,Everyone,Lifestyle,4-May-16,2.2 and up
CG - Chemistry free,FAMILY,5,7,2.3,"1,000",Free,0,Everyone,Education,25-May-18,4.0.3 and up
e-Docente EI/anos iniciais EF,FAMILY,NaN,2,2.3,"1,000",Free,0,Everyone,Education,22-May-18,4.1 and up
Noticias DF,SOCIAL,NaN,2,2.3,"1,000",Free,0,Everyone,Social,25-May-15,2.3 and up
TN EC Online New,SOCIAL,NaN,7,2.3,"1,000",Free,0,Teen,Social,21-Jul-18,4.0 and up
Access Point Proximity,TOOLS,NaN,5,2.3,"1,000",Free,0,Everyone,Tools,28-Jun-18,5.0 and up
Walk Freely (Ec Shlire),TOOLS,4.7,62,2.3,"1,000",Free,0,Everyone,Tools,13-Nov-17,4.1 and up
EU Flag Live Wallpaper,PERSONALIZATION,NaN,19,2.3,"1,000",Free,0,Everyone,Personalization,9-Jun-16,2.3 and up
CG Freelancer,NEWS_AND_MAGAZINES,4.7,10,2.3,"1,000",Free,0,Everyone,News & Magazines,30-Jul-14,4.1 and up
Tech CU Card Manager,FINANCE,1,2,7.2,"1,000",Free,0,Everyone,Finance,25-Jul-17,4.0 and up
The J-Notes: Jazz News,SPORTS,NaN,7,7.2,"1,000",Free,0,Everyone 10+,Sports,28-Feb-18,4.1 and up
CS Browser | #1 & BEST BROWSER,COMMUNICATION,3.8,52,2.1,"1,000",Free,0,Everyone,Communication,28-Aug-15,3.0 and up
Fix Deposit Calculator (FD),FINANCE,4.1,7,2.1,"1,000",Free,0,Everyone,Finance,6-Feb-18,4.0.3 and up
AP® Guide,FAMILY,5,3,2.1,"1,000",Free,0,Everyone,Education,31-Jul-17,4.0.3 and up
ePazar.bg,SHOPPING,NaN,28,2.1,"1,000",Free,0,Everyone,Shopping,7-Jan-17,3.0 and up
DS App Manager,TOOLS,4.6,14,2.1,"1,000",Free,0,Everyone,Tools,21-Mar-15,2.3 and up
EZ LED,TOOLS,2.2,19,2.1,"1,000",Free,0,Everyone,Tools,5-Sep-17,4.3 and up
J. Cole Albums (2007-2017),FAMILY,4.6,7,7.3,"1,000",Free,0,Mature 17+,Entertainment,11-Apr-18,4.0.3 and up
Gogo Vision (Biz Av),FAMILY,3.3,11,7.3,"1,000",Free,0,Teen,Entertainment,23-Aug-17,4.1 and up
Ultra CE calculator,SPORTS,4.2,28,7.3,"1,000",Free,0,Everyone,Sports,17-Jun-18,4.0.3 and up
My CU - Caucasus University,PRODUCTIVITY,4.6,48,7.3,"1,000",Free,0,Everyone,Productivity,22-Nov-17,4.1 and up
I AM RICH PRO PLUS,FINANCE,4,36,41,"1,000",Paid,$399.99 ,Everyone,Finance,25-Jun-18,4.1 and up
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,25,41,"1,000",Free,0,Teen,Educational,21-Jul-17,2.3 and up
PTA Content Master,MEDICAL,4.2,64,41,"1,000",Paid,$29.99 ,Everyone,Medical,22-Dec-15,2.2 and up
PTA Content Master,MEDICAL,4.2,64,41,"1,000",Paid,$29.99 ,Everyone,Medical,22-Dec-15,2.2 and up
Traps n' Gemstones,GAME,4.5,413,9.1,"1,000",Paid,$4.99 ,Everyone,Adventure,17-May-17,4.0.3 and up
ReactNative BG Geolocation,TOOLS,5,5,9.1,"1,000",Free,0,Everyone,Tools,25-May-18,4.1 and up
Safe Wi-Fi,PRODUCTIVITY,2.9,32,9.7,"1,000",Free,0,Everyone,Productivity,3-Aug-18,4.4 and up
CA Mobile Authenticator,BUSINESS,NaN,9,6.9,"1,000",Free,0,Everyone,Business,15-Dec-16,4.2 and up
"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9,"1,000",Paid,$4.99 ,Everyone,Business,17-Aug-17,2.3 and up
Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9,"1,000",Free,0,Everyone,Libraries & Demo,25-May-18,4.0 and up
BS CS IT & SE,FAMILY,4.6,9,6.9,"1,000",Free,0,Everyone,Education,16-May-18,4.1 and up
"Decibel X PRO - Sound Meter dBA, Noise Detector",TOOLS,4.3,60,6.9,"1,000",Paid,$3.99 ,Everyone,Tools,11-Jul-18,4.1 and up
boattheory.ch Full 2018,FAMILY,4.7,54,50,"1,000",Paid,$19.40 ,Everyone,Education,18-Nov-17,4.2 and up
Modern Counter 3: FPS Multiplayers battlegro 3,FAMILY,4.1,17,50,"1,000",Free,0,Everyone,Strategy,16-Mar-18,4.1 and up
Monastery of El Escorial,TRAVEL_AND_LOCAL,NaN,12,50,"1,000",Paid,$1.99 ,Everyone,Travel & Local,30-May-16,4.0 and up
Find Lover,DATING,NaN,21,4.7,"1,000",Free,0,Mature 17+,Dating,27-Jul-18,4.0.3 and up
BA Accesible,HEALTH_AND_FITNESS,NaN,31,4.7,"1,000",Free,0,Everyone,Health & Fitness,19-Jul-16,4.1 and up
CF Calculator,LIFESTYLE,3.3,25,4.7,"1,000",Free,0,Everyone,Lifestyle,10-Mar-15,4.0 and up
DT NO.I,HEALTH_AND_FITNESS,2.4,44,49,"1,000",Free,0,Everyone,Health & Fitness,1-Aug-18,4.3 and up
DB for Hustle Castle,FAMILY,4.8,21,49,"1,000",Free,0,Everyone,Role Playing,4-Jul-18,4.1 and up
A Manual of Acupuncture,MEDICAL,3.5,214,68,"1,000",Paid,$33.99 ,Everyone,Medical,2-Oct-17,4.0 and up
A Manual of Acupuncture,MEDICAL,3.5,214,68,"1,000",Paid,$33.99 ,Everyone,Medical,2-Oct-17,4.0 and up
Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4.8,201,68,"1,000",Paid,$1.49 ,Everyone,Personalization,4-Aug-18,4.0.3 and up
Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5,5,4.3,"1,000",Free,0,Everyone,Books & Reference,8-Oct-16,2.3 and up
Dotti EU,BUSINESS,NaN,15,4.3,"1,000",Free,0,Everyone,Business,9-May-18,4.4 and up
ABAI CE Scanner,FAMILY,NaN,0,4.3,"1,000",Free,0,Everyone,Education,23-Jan-18,4.1 and up
CG Sanyukt Bharti Pariksha 2018,FAMILY,4.3,14,4.3,"1,000",Free,0,Teen,Education,10-Jan-18,2.3 and up
CG JOKES - Copy & Share,FAMILY,4.4,31,4.3,"1,000",Free,0,Everyone,Entertainment,3-Jun-18,4.0 and up
GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4.3,"1,000",Free,0,Everyone,Education,28-Aug-17,4.4 and up
IHSS Help,MEDICAL,4.7,10,4.3,"1,000",Free,0,Everyone,Medical,5-Jun-18,5.0 and up
Media Sosial TNI AU,SOCIAL,NaN,88,4.3,"1,000",Free,0,Everyone,Social,24-Jan-18,2.1 and up
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3,20,4.3,"1,000",Paid,$2.99 ,Everyone,Photography,18-Jun-18,5.0 and up
Fodbold DK Pro,SPORTS,4.6,315,4.3,"1,000",Paid,$2.99 ,Everyone,Sports,6-Jun-18,4.0 and up
EC-HRV test,SPORTS,3,9,4.3,"1,000",Free,0,Everyone,Sports,26-Jul-18,4.4 and up
Theme for New Android P,PERSONALIZATION,NaN,13,4.3,"1,000",Free,0,Everyone,Personalization,23-May-18,4.0 and up
CT Prepares,NEWS_AND_MAGAZINES,2.6,13,4.3,"1,000",Free,0,Everyone,News & Magazines,1-Nov-16,4.4 and up
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6,"1,000",Free,0,Everyone,Books & Reference,14-Feb-17,3.0 and up
Dine In CT - Food Delivery,SHOPPING,5,4,1.6,"1,000",Free,0,Everyone,Shopping,16-May-16,4.0 and up
CE Map - Interactive Conan Exiles Map,MAPS_AND_NAVIGATION,4.5,62,1.6,"1,000",Paid,$0.99 ,Everyone,Maps & Navigation,30-Jun-18,4.0 and up
"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9,8.8,"1,000",Free,0,Everyone,Books & Reference,18-Oct-17,4.4 and up
Au Pair Legend,LIFESTYLE,4.4,28,8.8,"1,000",Free,0,Everyone,Lifestyle,19-Jul-18,5.0 and up
Watch Face BW Inter,PERSONALIZATION,3.1,112,8.8,"1,000",Paid,$0.99 ,Everyone,Personalization,26-Apr-17,4.3 and up
Cъновник BG,BOOKS_AND_REFERENCE,NaN,13,4.1,"1,000",Free,0,Everyone,Books & Reference,21-Jan-17,4.0 and up
CV Builder for Smart Resumes,BUSINESS,3.4,22,4.1,"1,000",Free,0,Everyone,Business,23-May-17,4.0.3 and up
WIZARD Card Game,GAME,4,48,4.1,"1,000",Paid,$1.99 ,Everyone,Card,15-Dec-14,2.1 and up
All Info about Cg,FAMILY,4.7,15,4.1,"1,000",Free,0,Teen,Education,10-Nov-17,2.3 and up
CG Patwari Exam,FAMILY,3.8,28,4.1,"1,000",Free,0,Teen,Education,23-Oct-17,2.3 and up
FH® Cost Lookup / FH® CCSalud,MEDICAL,4.5,30,4.1,"1,000",Free,0,Everyone,Medical,21-Jun-17,4.0.3 and up
Hercules CP Mobile,TOOLS,1.4,20,4.1,"1,000",Free,0,Everyone,Tools,6-Jul-18,4.3 and up
Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1,"1,000",Free,0,Everyone,News & Magazines,8-Jul-18,4.0.3 and up
CT-Guide & Positioning,FAMILY,3.7,6,7.8,"1,000",Free,0,Everyone,Education,6-Jun-18,4.0 and up
Jigsaw Puzzles Volvo FH Trucks,FAMILY,NaN,3,7.8,"1,000",Free,0,Teen,Puzzle,1-Dec-16,4.0 and up
BGKontakti Bayern BG Kontakti,SOCIAL,NaN,32,7.8,"1,000",Free,0,Everyone,Social,25-May-16,3.0 and up
17th Edition Cable Sizer,BOOKS_AND_REFERENCE,4.4,47,1.4,"1,000",Paid,$3.08 ,Everyone,Books & Reference,27-May-16,2.2 and up
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,5,15,1.4,"1,000",Free,0,Everyone,Libraries & Demo,27-Apr-17,1.6 and up
DG Mobile,GAME,4.3,59,1.4,"1,000",Free,0,Everyone,Board,8-Apr-17,2.3 and up
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,44,"1,000",Paid,$5.99 ,Everyone,Education;Education,21-Jul-17,4.1 and up
DB Ultra Saiyan Battle,GAME,4.5,33,44,"1,000",Free,0,Everyone 10+,Action,25-Jul-18,2.3 and up
Sago Mini Big City,FAMILY,4.2,8,44,"1,000",Paid,$3.99 ,Everyone,Education;Pretend Play,9-Jul-18,4.4 and up
Fuzzy Numbers: Pre-K Number Foundation,FAMILY,4.7,21,44,"1,000",Paid,$5.99 ,Everyone,Education;Education,21-Jul-17,4.1 and up
DV-4036 by Somikon,PHOTOGRAPHY,NaN,17,44,"1,000",Free,0,Everyone,Photography,19-Jan-17,4.3 and up
AV-IPTV,VIDEO_PLAYERS,4.4,43,44,"1,000",Free,0,Everyone,Video Players & Editors,27-Apr-18,4.1 and up
FP Legacy,MAPS_AND_NAVIGATION,4,3,44,"1,000",Free,0,Everyone,Maps & Navigation,2-Jul-18,4.0 and up
SA HLA BU,BOOKS_AND_REFERENCE,4.7,119,1.5,"1,000",Free,0,Everyone,Books & Reference,21-Sep-17,4.1 and up
mon guide au bank populaire -infos et instructions,FINANCE,NaN,4,1.5,"1,000",Free,0,Teen,Finance,13-Jun-18,2.3 and up
C Functions,FAMILY,4.8,55,1.5,"1,000",Free,0,Everyone,Education,26-Sep-15,4.0.3 and up
AP Government Review,FAMILY,4.7,3,1.5,"1,000",Paid,$2.99 ,Everyone,Education,14-Mar-17,4.0.3 and up
Rádio DF FM,FAMILY,NaN,24,1.5,"1,000",Free,0,Everyone,Entertainment,3-Aug-17,2.3 and up
Meslek Lisesi YGS Ek Puan,FAMILY,NaN,11,1.5,"1,000",Free,0,Everyone,Education,8-Jan-17,4.0 and up
W-History Standalone,SOCIAL,3.2,38,1.5,"1,000",Paid,$0.99 ,Everyone,Social,9-Mar-18,7.0 and up
DT Simple Interval Timer,SPORTS,4.1,10,1.5,"1,000",Free,0,Everyone,Sports,17-Feb-14,2.1 and up
C I Patel School,FAMILY,4.1,101,5.1,"1,000",Free,0,Everyone,Education,10-Mar-17,4.0 and up
CT Scan Generations,FAMILY,4.7,6,5.1,"1,000",Free,0,Everyone,Education,1-Apr-18,4.0 and up
Whist - Tinnitus Relief,MEDICAL,4.1,12,5.1,"1,000",Paid,$1.99 ,Everyone,Medical,2-Mar-17,4.1 and up
Sabka Malik Ek Sai,SOCIAL,4.2,17,5.1,"1,000",Free,0,Teen,Social,25-May-13,2.2 and up
DMC ER Now,MEDICAL,4.3,6,5.3,"1,000",Free,0,Everyone,Medical,16-Mar-17,2.3 and up
Flag of European Union,PERSONALIZATION,4.2,36,5.3,"1,000",Free,0,Everyone,Personalization,10-Dec-16,2.3.3 and up
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3,"1,000",Free,0,Everyone,Communication,24-Apr-18,4.1 and up
AO Player,EVENTS,4,9,3.3,"1,000",Free,0,Everyone,Events,20-Dec-17,4.4 and up
Treadmill Workouts Free (P),HEALTH_AND_FITNESS,3.3,10,3.3,"1,000",Free,0,Everyone,Health & Fitness,5-Apr-18,4.4 and up
CG Fit Scale,HEALTH_AND_FITNESS,2.6,13,3.3,"1,000",Free,0,Everyone,Health & Fitness,13-Oct-15,4.0 and up
Cute Questions BF,LIFESTYLE,4,3,3.3,"1,000",Free,0,Everyone,Lifestyle,2-Jun-18,4.4 and up
ClanManagerTT2,FAMILY,4.7,55,3.3,"1,000",Free,0,Everyone,Casual,24-Jul-18,4.4 and up
CS & IT Interview Questions,FAMILY,5,43,3.3,"1,000",Free,0,Everyone,Education,27-Mar-18,4.2 and up
DB Tools,FAMILY,4.6,37,3.3,"1,000",Free,0,Everyone,Education,17-Jun-14,2.2 and up
CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,"1,000",Paid,$5.99 ,Everyone,Tools,7-Mar-17,2.2 and up
D. H. Lawrence Poems FREE,BOOKS_AND_REFERENCE,NaN,13,0.919921875,"1,000",Free,0,Everyone,Books & Reference,22-Nov-13,2.3.3 and up
Bk Usha behn,LIFESTYLE,5,10,3,"1,000",Free,0,Everyone,Lifestyle,14-Jan-18,4.1 and up
Life Made WI-Fi Touchscreen Photo Frame,LIFESTYLE,1.9,19,3,"1,000",Free,0,Everyone,Lifestyle,11-Feb-18,4.0 and up
FE Mix - Jokes - Status - Wallpaper,FAMILY,NaN,3,3,"1,000",Free,0,Everyone,Entertainment,2-Jun-18,4.4 and up
Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,3,"1,000",Free,0,Everyone,Medical,17-Jan-18,4.3 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3,"1,000",Paid,$2.49 ,Everyone,Sports,2-Aug-18,5.0 and up
